,Place,Column No.,Paragraph
10,['Dese'],169,parte : cbe eum il nome del Spirilo Santo el sia 
11,['Dese'],169,i sotto el ponte de Botenigo et dove se conzonze 
12,['Dese'],169,"que salse, dove m^lio vegnirà a corresponder cum "
13,['Dese'],169,"^ ''open si ha a far de la Brenta fin dicti luogi, an- "
14,['Dese'],169,"v*aoo deputati parerà, dovendo poi scorer dita aqua "
15,['Dese'],169,"l^io discorer verso el Dexe, sia cavata la fossa chia- "
16,['Dese'],169,omU la Desfeoa che è de là da Mestre per condur 
17,['Dese'],169,"le diete aque al Dexe, et de basso serar le aque al "
18,['Dese'],169,"cavamento el serali ditti due lochi, tulli li canali del "
19,['Dese'],169,Botenigo el cavamento de Margera e Liza Fusina re- 
20,['Dese'],170,"vadino suso quanto pili le pono, et habiNo più corso a le Ucune nostre, et siano causa de extirpar tutte le  canne nassule si nel dicto alveo novo come in ditti 113*  canali, cbe sarà total beneficio non solum di le La-  cune nostre predite, ma etiam purificazion de Taere  di questa nostra cita. Nec non sia cavala la fossa  chiamata la Gradenica, la qual é apresso la strata re-  cto tramite fino al canal di san Lorenzo di Mestre.  Et da mo' sia preso : che in primis et ante om-  nia principiar si debia el ditto cavamento novo di  le pertege 301 1 cum li arzeri potenti da resister da  quella banda a le aque dolze che penetrar non pos-  sino in la lacuna nostra, et similiter che da quella  banda fortificar et reparar se debia li arzeri de la  Brenta per il medemo effeclo, et similiter la De-  steoa cbe va a la via del Dexe, come di sopra e dicto.  Quo facto^ remover se debia el Caro et Tarzere dove  é fuiKlato esso Caro de Margera per aprir la via a le  aque salse, et non pi*ima per alcun modo : decbia-  rando che tutte le terre che al presente non sono  lavorale non se possino redur a cultura, ma riman-  gino tutte a pradi, dovendose però obturar et stro-  par tutte le gore et sboradori cbe cadauna di dito  terre lavorate bavesseno, le qual butasseno in alcun  de li canali preditti, cussi da la banda del Botenigo  verso Mestre, come da li arzeri de la Brenta fino al  Botenigo, da la dita cava in zoso verso le acque  salse, aziò iK)n sia dannificata la Laguna nostra, sotto  irreniissibel pena de perder le terre, le qual ipso  facto se intendino esser confiscato in la Signoria  nostra, un terzo de le qual sìa de li acusador e li  doi terzi de V oiieio nostro sopra le Aque, da esser  convertilo el tracio de quelle a beneficio di la La-  cuna nostra. Et siano tonuti li Savii nostri sora le  aque presenti e futuri circha diete |)ene a exequir la  presento deliberation, sotto debito de sacramento et  pena di ducati 500. "
21,['Dese'],170,De parto . . 131  De non ... 17  Non sincere. 17 
22,['Dese'],170,"Da poi disnar, non fo nulla, li Savii si reduseno  poi vesporo. In questa notte passata fo grandissima  fortuna di vento, adeo alcune barche anda\*ano a Lugo è àllj^ A Mak-gert pé^ à^da^ a T)*6yì8o, d la Mddona si roversono e alcuni si anégoDo."
23,"['Fratta', 'Polesine']",143,"Fu posto, per li ditti, non era -sier Francesco  Bernardo: atento die tutte le rol)e vien di Fiandra,  Alemagna e altri lochi, capitano a Verona e per via  di Hostia o?er di la Polesela vanno a le fiere soto  vento e altri lochi alieni, però sia preso, che tutte  saize, tapezarìe, tele, pani e tutte altre robe capita-  no a Verona, si de Ponente, come di terra todesca e  ogni altro loco, prima pagi li dadi consueti a Vero-  na, poi fazi le bolete per transito qui e non per al-  trove; dove zonte in doana di terra, siano poste in  uno magazen separado e pagi, oltra qudlo é solito  pagarse in le terre nostre, ducati uno e mezo per  soma di peso lire 500 a la sotil, ne si possi aprir le  baie si non per venderie de qui, e si tolesseno altro  camin per non andar a le fiere sotto vento, possino  le ditte mercadantie esser tolte per contrabando.  liem, il dazio posto a le dite a la Polesela over a It  Frata, per parte presa a di ^8 Noveml>rìo passado,  sia revocbato. Item, di qui pagi la miti di le spese,  ut in parte: 146, 18,^.  93 A di 39. ¥o san Zuane D^hdo. Fo Col^ di  le biave. Et fu preso certe parte et ordeni, atento  non vico rormenti di Ravetia qui, conoe prima so-  leva, perché li merchadanti vanno a comprarti de  R, ei li incanevano, et poi li trazeno per le terre  nostre, però sia preso che de attero alcun subdilo  nostro non possi far tal comprede per lassar li for-  menti de B, ma ben quelli adretura forti condur in  questa terra, soto pena etc., nt in parte. La qual  fo publicata in corte di Palazo a di ultimo ditto. "
24,"['Fratta', 'Polesine']",143,"Fu fato ai X offidi sier Benedetto Trun qu. sier  Michiel, qual intra in loco di sier Nicolò fio di suo  fratelio e lui lo fece; é di età di anni 70, e mai ha  auto offitio. "
25,['Gambarare'],194,"Da poi disnar, fo Consqo di X con la Zonta, et  sempliee. Et fono sopra li vilani di le Gambarare et   13 expediteno . . . absenti, videlieet b«iidizali come di solo scriverò; et li presenli non poteno expedir. É processo di 100 carie, rimesso a uno altro Conscio. Il Doxe vi fu, et vene zoso il Coosejo a la seconda campana."
26,['Gradisca'],308,"Dil dito, ivi a dì uUimo. Eri fo a palazo con il  nontio pontificio per esser San Mìchiel, per andar a  la messa con la Cesarea Maestà, credendo, per esser  di Tordine, avesse Tabito come é il consueto portar  in tal zomo. Quella non havia, scusandosi li stÀ averlo  lassato a Holines. Scrive, il Gran canzdier averli par-  lato di ordine di lo illustrissimo Chievers, come é sti  con quelli dil Coosejo di Inspruch, a li quali disseno  la causa non hanno mandato li agenti in Friul per  tratar le differente aziò si vivi li subditi in pace.  Quelli di Inspruch risposeno la colpa e dì la Signorìa;  averli scrito avisi il zorno si dieno trovar, e mai  hanno auto risposta, unde TOrator disse questo non  poi esser, perché Ve uno anno lui solidta tal andata.  Disse poi esser le letere sia sta ordinate per il Con-  sejo di Inspruch, ma non mandate. Poi disse, per  questo la Signoria non dia restar di pagar li scudi  30 milia per le trieve, perché hanno visto li capitoli,  non che si mandi a veder ste differentie, ma si Irati  dil quarto di beni di rebeli, el havendo il Re Ma-  nin e Gradisca, quelle ville dia esser sue. L' Orator  li rispose é falso, ut in litteris^ e se dia restituir i  beni di subdìli, e lui Gran canzelier, volendo parlar  in jure, concluse in Aquisgrana sarà altri dil ditto  Consejo di Ispruch e si vederà. Poi disse saria boa  la Signoria mandi a tratar di qui quelle materie che  si manda de li, e non si manchi di dar li 20 mila  scudi. L' Orator rispose si farà come fa a Verona,  che fu dato li danari di scudi 30 milia, et nulla Tu  fato. Rispose il Re voi il tutto, e in quello si poterano  componer, si concluderà: se resterà differentie, il  Cristianissimo re sarà judice. E questo disse, perchè  r Orator disse non e onesto vui siate judici e parie.  Scrive, monsignor di Chievers ha concluso et é sta  posto in possesso lo episcopo dì liege di F abatia, "
27,['Gradisca'],496,"Dil ditto, di Ì7, in*. Scrive, zercha li 30  ducati il Philinger solicita, et volendo aver te lelcn  dite, par Soa Maestà intrasse nel Gonsejo e  gna ron nuMisignor di Qiievers el Gran  e altri, e intrato chiamono dentro el conte Crìstolb-  ro Frangipani, qual stato un pocho ussi fuora iboIIo  aliegro, e persone si al^rava con lui et pncijfme )  li foraussiti. La causa fu perchè fu ekto j'^pitMi*! ji  Maran e Gradiscila. Per il die, oognosceodo il ani  animo dil ditto conte Cristoforo verso h Signoria  nostra, pariò al Gran canzelier, dioeudo questa ck-  tion é routraria al voler di la Cesarea Maestà, qoal  voi ben convicinar con la Signoria nustn, dicendo  le raxon non si dovea mandar dito Conte, perchè si-  ria incitamento di guerra, e la Signoria manderi  zenle in Frìul, e cussi si principierà gariiuio. Lri  Gran canzelier disse non é da pariar, perche era sii  deliberà nel Gonsejo, perdiè lui ha pratica in qvrih  lochi, poi é benemerito per esser stato presoo ìm  questa terra, poi il Re spende mandando costui du-  cati 5000 mancho di quello spendeva ; e V Oralor ii^fse h Ccsaren Maestà non doveva vardar a l\ì ngno in lanta cossa; con altre parole sapientissìdite per lui Oralor. Hor ozi, dito Canzellier li hadite per lui Oralor. Hor ozi, dito Canzellier li ha ilio aver parlato al Re di quello; ma non c'è rimedio* non lo voi revochar, ma ben li darà tal corois-dio* non lo voi revochar, ma ben li darà tal corois9on che '1 vicinerà ben con la Signoria nosira, e9on che '1 vicinerà ben con la Signoria nosira, e eoninboendo lo leverà et li torà quel governo. Scrile cso Oralor, si provedi in Friul etc. perchè con-le cso Oralor, si provedi in Friul etc. perchè condusive non é remedio non vegni, e cussi li hadusive non é remedio non vegni, e cussi li ha dillo moosigiior di Qàievers. Scrive, eri zonse uno capilaoo vien di Chastiglìa. Riporla come la comunità di Burgos aspeta la rìsolution di quella Maestà e il rilomo dil loro nontio mandoe di qui |)er averla, e eome lo exercilo di lo \rmirante avia preso uno caitdio diiamato Villa Graodo 7 mia lontan da Me-itdio diiamato Villa Graodo 7 mia lontan da Meiiot de Rio Secho, qual é dil Contesta bele, che ha-iiot de Rio Secho, qual é dil Contesta bele, che haTe» rdkdlato, et come il campo di la Santa Zonta,Te» rdkdlato, et come il campo di la Santa Zonta, over di quelli populi, era li propinquo per far la zorBib: per il che esso Contestal)ele in Burgos aviaBib: per il che esso Contestal)ele in Burgos avia ddibemto veder di aver la Torre di Silex dove è la Baioa, el voleva andar ivi col campo a expugnarla ; et che si scaramuzava con li cavalli lizieri, i quali mio sta iDiltmctali . . . Questi si dubitavano di tal nmtfi mt non voria fosse fata, et manderà la raololion. Scrive, ha auto le letere per i capitani di Ifann eie El parlando col Gran canzelier, li ha ditto il He e Raina di Portogallo voler dar ajuto a la Cenrca Maestà e aver facto la monstra di le so* zentenrca Maestà e aver facto la monstra di le so* zente «t nandirie a li confini, et etiam è sta scrito al re d*lagallen, come lui Orator ha inleso per bona via, ridMendo V impresti ducati 100 milia per questo no bisogno, perche di quelli 1* imprestò prima e di qaerti lo farà cauto, pregandolo esso Re mandi uno la Spagna a notificar a quelle comunità, eh' è per Viivrh Cesarea Maestà se non ritorneno a soa obedieolia etc Scrive, il reverendissimo cardinal Ma-dieolia etc Scrive, il reverendissimo cardinal Mapatino eleclor di Y Imperio zonse mo* terzo zoniopatino eleclor di Y Imperio zonse mo* terzo zonio M iri in Vonnantia. La esarca Maestà li andò conlra. EHam loozerà il Treverense e li altri eleclori, quali Tengono per far la dieta. Scrive, Torator di Anglia k spaia letere al suo Re, et è spesso con la Cesarei Maestà in consulto.rei Maestà in consulto."
28,['Gradisca'],557,"DiAngUa^ dil Surian orntor nostro^ date a  Londra a dì 28 Navembrio. Come ricevete no-  stre letere con li sumari dil zonzer di Torator dil  Turco per ooorinnar la paxe, e la eletion fata di  l' oralor Uinio al dito Signor, et la letera drizata al  reverendissimo Cardenal, ringraliatoria dil bon oRcio  fato per la Signoria nostra. Unde andò dal prefato  Gardena!, e li comunicò dite nove. Disse, questo Si-  gnor ha anni :25, è di bona prudenlia, saria da temer  non fosse come il padre; poi 11 de la letera di la Si-  gnoria con parole acomodate. Quella lela, ringratiò  la Signoria offerendosi etc. Poi disse, aver il Papa  voi sguizari per la impresa di Ferara, et che il re di  Pranza, ni la Signoria nostra doveva soportar, ni  etiam el suo Re li piace per esser di nominati per  dita Maestà in la Itga et paxe con Pranza fala ; et che  l'ha scrito al Papa, con altre parole indicative la  mala contenteza di questo. Poi li disse, tien il re Cri-  stianissimo non vera in Italia, et che la Cesarea Ma-  jesià, fato le visite con il serenissimo re di Hongaria  el Polonia et lo illustrissimo Infante suo fradelo nel  qoal é mandata madama Anna sorela dil re di Hon-  garia, le qual viste sarano a meza Quaresema, an-  derà in Spagna per cessar quelli tumulti, e lasserà  vicario imperiai dito Infante, perché cussi é con-  tento il ducha di Saxooia al qual pareva convenisse  questo cargo. Poi disse, che *l conte Cristoforo ve-  niva in Friul al governo di quelli lochi mandato a  requisition dil cardenal Curzense ch'é suo cugnato,  zoé di Maran et Gradischa, che sono di la Signoria  nostra. "
29,['Gradisca'],584,"Di Udene, di sier Francesco Donado ti ca-  valier, luogotenente in la Patria, di 21. Come,  in execution di le teiere di la Signoria nostra, disse  al magniRco capitano cavalier di la Volpe, andasse  a stanziar in Cividal. Il qual rispose adderi oiolto  volentieri, et ha mandato a preparar le fttansie ; ma  voria le chiave di le porte in le man, qual lieo quel-  la comunità, /fem, ha dito a Cesare sao fradelo,  fazi venir in Udene alozar li 18 homeot d*»rme, et  (Hissl fari. Scrive di capi di siratioti a far ei aimilc.  Item, et cavalier di la Volpe li In dito li cavali in  Cividal noh fìi miHa, meglio saria Canti fonti. EI ba  mandalo uno suo a Postoyna loco dfl odate Cristo-  fbro per saper la sua venuta; el qual conte Cristoforo  non é ancora zonto, et se divulga verik eoa 100 ca-  vali todeschi, licei votìa lui menar corrati, ma to-  deschi non voleno eorvali, et lui li meacri e non  sarà altro. Scrive, in Maran, Gradischa et Gorida,  poleno esser da 1 SO in 200 l^nii, a lercha 30 ca*  vali di todescbi. "
30,"['Marano', 'FrìuliX']",496,"Dil ditto, di Ì7, in*. Scrive, zercha li 30  ducati il Philinger solicita, et volendo aver te lelcn  dite, par Soa Maestà intrasse nel Gonsejo e  gna ron nuMisignor di Qiievers el Gran  e altri, e intrato chiamono dentro el conte Crìstolb-  ro Frangipani, qual stato un pocho ussi fuora iboIIo  aliegro, e persone si al^rava con lui et pncijfme )  li foraussiti. La causa fu perchè fu ekto j'^pitMi*! ji  Maran e Gradiscila. Per il die, oognosceodo il ani  animo dil ditto conte Cristoforo verso h Signoria  nostra, pariò al Gran canzelier, dioeudo questa ck-  tion é routraria al voler di la Cesarea Maestà, qoal  voi ben convicinar con la Signoria nustn, dicendo  le raxon non si dovea mandar dito Conte, perchè si-  ria incitamento di guerra, e la Signoria manderi  zenle in Frìul, e cussi si principierà gariiuio. Lri  Gran canzelier disse non é da pariar, perche era sii  deliberà nel Gonsejo, perdiè lui ha pratica in qvrih  lochi, poi é benemerito per esser stato presoo ìm  questa terra, poi il Re spende mandando costui du-  cati 5000 mancho di quello spendeva ; e V Oralor ii^fse h Ccsaren Maestà non doveva vardar a l\ì ngno in lanta cossa; con altre parole sapientissìdite per lui Oralor. Hor ozi, dito Canzellier li hadite per lui Oralor. Hor ozi, dito Canzellier li ha ilio aver parlato al Re di quello; ma non c'è rimedio* non lo voi revochar, ma ben li darà tal corois-dio* non lo voi revochar, ma ben li darà tal corois9on che '1 vicinerà ben con la Signoria nosira, e9on che '1 vicinerà ben con la Signoria nosira, e eoninboendo lo leverà et li torà quel governo. Scrile cso Oralor, si provedi in Friul etc. perchè con-le cso Oralor, si provedi in Friul etc. perchè condusive non é remedio non vegni, e cussi li hadusive non é remedio non vegni, e cussi li ha dillo moosigiior di Qàievers. Scrive, eri zonse uno capilaoo vien di Chastiglìa. Riporla come la comunità di Burgos aspeta la rìsolution di quella Maestà e il rilomo dil loro nontio mandoe di qui |)er averla, e eome lo exercilo di lo \rmirante avia preso uno caitdio diiamato Villa Graodo 7 mia lontan da Me-itdio diiamato Villa Graodo 7 mia lontan da Meiiot de Rio Secho, qual é dil Contesta bele, che ha-iiot de Rio Secho, qual é dil Contesta bele, che haTe» rdkdlato, et come il campo di la Santa Zonta,Te» rdkdlato, et come il campo di la Santa Zonta, over di quelli populi, era li propinquo per far la zorBib: per il che esso Contestal)ele in Burgos aviaBib: per il che esso Contestal)ele in Burgos avia ddibemto veder di aver la Torre di Silex dove è la Baioa, el voleva andar ivi col campo a expugnarla ; et che si scaramuzava con li cavalli lizieri, i quali mio sta iDiltmctali . . . Questi si dubitavano di tal nmtfi mt non voria fosse fata, et manderà la raololion. Scrive, ha auto le letere per i capitani di Ifann eie El parlando col Gran canzelier, li ha ditto il He e Raina di Portogallo voler dar ajuto a la Cenrca Maestà e aver facto la monstra di le so* zentenrca Maestà e aver facto la monstra di le so* zente «t nandirie a li confini, et etiam è sta scrito al re d*lagallen, come lui Orator ha inleso per bona via, ridMendo V impresti ducati 100 milia per questo no bisogno, perche di quelli 1* imprestò prima e di qaerti lo farà cauto, pregandolo esso Re mandi uno la Spagna a notificar a quelle comunità, eh' è per Viivrh Cesarea Maestà se non ritorneno a soa obedieolia etc Scrive, il reverendissimo cardinal Ma-dieolia etc Scrive, il reverendissimo cardinal Mapatino eleclor di Y Imperio zonse mo* terzo zoniopatino eleclor di Y Imperio zonse mo* terzo zonio M iri in Vonnantia. La esarca Maestà li andò conlra. EHam loozerà il Treverense e li altri eleclori, quali Tengono per far la dieta. Scrive, Torator di Anglia k spaia letere al suo Re, et è spesso con la Cesarei Maestà in consulto.rei Maestà in consulto."
31,"['Marano', 'FrìuliX']",546,"Se intese, in Colegio, per lelere dil cavalier di la  Volpe, date in Udene a di . . . scrite al suo canze-  lier, come il conte Cristoforo Frangipani era zonto  al governo di Maran. "
32,"['Marano', 'FrìuliX']",550,"Il Papa disse: e Non, che tutto sia a nui». Por TO-  rator li dimandò quello havia di Spagna. Disse : < Si  dice per spagnoli in Spagna esser gran garbugii, et li  popoli sono in acordo con li grandi, siche bisogna il  Re vadi in Spagna ; e si tien monsignor di Chievers  non vi anderà, dubitando esser morto e deponulo  dal governo». Scrive, li foraussili nostri é li a Ro-  ma, hanno levato la Signoria nostra ha richiesto per  via dil nostro ambasator è in corte di la Cesarea Ma-  està acordo con quella ; il qual ha risposto che di le  cose aspela al duchalo di Austria lo farà, ma di quello  aspeta a V Imperio non voi senza voluntà de li Kle-  clori, siche a questa dieta si tratarà; e dicono che lui  Orator ha parlalo al Papa di questo, esorli esso Re  a concluder dito acordo, et uno Antonio Bagaroto  va monstrando certa teiera di Alemagna, come il  conte Cristoforo vien al governo di Gorizia, Gradi-  scila e Marano, e li dà la Cesarea Maestà ducati 48  oiilia a Tanno, e li ha dà le possession di nostri sub-  diti ; el qual ha promesso farli aquistar eie. Scrive, il  Papa ha dato lo episcopà di Pampalona, fo dil car-  dinal Libret morto, al reverendissimo Cesarino, con  pension di ducali 2500 al reverendissimo CoIona.  Non si sa se la Cesarea Maestà vorà asenlir; pur  hessendo Colonesi di soi, per questo forsi asenlirà.  Scrive, é stato da monsignor di Pin orator di Pran-  za, é l], per alegrarsi dil vescoado auto, qual vai du-  cali 4000 a Tanno. Era in letto con gotte, ringratia  molto la Signoria, con molle parole hinc inde dicUe  ut in litteris. "
33,"['Marano', 'FrìuliX']",554,"Di Cividal di Friul, di domino Hironimo  di Nordio dotor^ citodin de lì, di 12, drieata a  sier Antonio Grimani procuratore Scrive come,  per la venuta dil conte Cristoforo al governo di Go-  ricia e di Gradiscba e Maran, quella terra di Civi-  dal bisogna esser custodita; qual si fosse robata, sa-  ria perso la Patria, però si provedi. Et é sviso, il dito conte Crìsloforo esser zonto a Posloyiia, e come io Cìvidal é pocba zeote per la peste vi é stala. 833* Fo leto una suplication di Fnnceseo Bod qu. sier Zorzi cretese, domanda di gratia sia fato nobile cretese acciò possi partecipar di quelli ofBcii, et questo per esser fiol naturai etc, e li sia concesso a lui esto per esser fiol naturai etc, e li sia concesso a lui e so' Goti ; et leto la risposta dii rezimento di Crete che conseja se li poi Tar tal gratia, ut in ea."
