,Place,Column No.,Paragraph
10,"['Fratta', 'la', 'Polesine']",143,"A dì 30, Ia matina non fo alcuna letera da  conto. "
11,"['Fratta', 'la', 'Polesine']",143,"Fo scrito, per Colegio, al provedador d* Ampbo  sier Josto Guoro, come, inteso il bon ofBtio e micini  beo d9 capitano di Stenech, e li conti dil Castel Roman, per tanto bavemo deliberato mandarli par Augustìn de Parma contestabile in Ampbo, è veoolo de qui, uno presente di alcune cosse, videUeei veri, cere et specie, per tanlo lo invii etc. Et replicfaalo^ havendo inteso da li homini di Bagolin le m ol c a fe fanno quelli conti di Lodron, volemo non lassi |ias* sar vituane vadino a L.odron, né alcuni di loro di Lodron per transito per dita rocha di Ampho."
12,['Gambarare'],194,"Da poi disnar, fo Consqo di X con la Zonta, et  sempliee. Et fono sopra li vilani di le Gambarare et   13 expediteno . . . absenti, videlieet b«iidizali come di solo scriverò; et li presenli non poteno expedir. É processo di 100 carie, rimesso a uno altro Conscio. Il Doxe vi fu, et vene zoso il Coosejo a la seconda campana."
13,['Gradisca'],308,"Dil dito, ivi a dì uUimo. Eri fo a palazo con il  nontio pontificio per esser San Mìchiel, per andar a  la messa con la Cesarea Maestà, credendo, per esser  di Tordine, avesse Tabito come é il consueto portar  in tal zomo. Quella non havia, scusandosi li stÀ averlo  lassato a Holines. Scrive, il Gran canzdier averli par-  lato di ordine di lo illustrissimo Chievers, come é sti  con quelli dil Coosejo di Inspruch, a li quali disseno  la causa non hanno mandato li agenti in Friul per  tratar le differente aziò si vivi li subditi in pace.  Quelli di Inspruch risposeno la colpa e dì la Signorìa;  averli scrito avisi il zorno si dieno trovar, e mai  hanno auto risposta, unde TOrator disse questo non  poi esser, perché Ve uno anno lui solidta tal andata.  Disse poi esser le letere sia sta ordinate per il Con-  sejo di Inspruch, ma non mandate. Poi disse, per  questo la Signoria non dia restar di pagar li scudi  30 milia per le trieve, perché hanno visto li capitoli,  non che si mandi a veder ste differentie, ma si Irati  dil quarto di beni di rebeli, el havendo il Re Ma-  nin e Gradisca, quelle ville dia esser sue. L' Orator  li rispose é falso, ut in litteris^ e se dia restituir i  beni di subdìli, e lui Gran canzelier, volendo parlar  in jure, concluse in Aquisgrana sarà altri dil ditto  Consejo di Ispruch e si vederà. Poi disse saria boa  la Signoria mandi a tratar di qui quelle materie che  si manda de li, e non si manchi di dar li 20 mila  scudi. L' Orator rispose si farà come fa a Verona,  che fu dato li danari di scudi 30 milia, et nulla Tu  fato. Rispose il Re voi il tutto, e in quello si poterano  componer, si concluderà: se resterà differentie, il  Cristianissimo re sarà judice. E questo disse, perchè  r Orator disse non e onesto vui siate judici e parie.  Scrive, monsignor di Chievers ha concluso et é sta  posto in possesso lo episcopo dì liege di F abatia, "
14,['Gradisca'],496,"Dil ditto, di Ì7, in*. Scrive, zercha li 30  ducati il Philinger solicita, et volendo aver te lelcn  dite, par Soa Maestà intrasse nel Gonsejo e  gna ron nuMisignor di Qiievers el Gran  e altri, e intrato chiamono dentro el conte Crìstolb-  ro Frangipani, qual stato un pocho ussi fuora iboIIo  aliegro, e persone si al^rava con lui et pncijfme )  li foraussiti. La causa fu perchè fu ekto j'^pitMi*! ji  Maran e Gradiscila. Per il die, oognosceodo il ani  animo dil ditto conte Cristoforo verso h Signoria  nostra, pariò al Gran canzelier, dioeudo questa ck-  tion é routraria al voler di la Cesarea Maestà, qoal  voi ben convicinar con la Signoria nustn, dicendo  le raxon non si dovea mandar dito Conte, perchè si-  ria incitamento di guerra, e la Signoria manderi  zenle in Frìul, e cussi si principierà gariiuio. Lri  Gran canzelier disse non é da pariar, perche era sii  deliberà nel Gonsejo, perdiè lui ha pratica in qvrih  lochi, poi é benemerito per esser stato presoo ìm  questa terra, poi il Re spende mandando costui du-  cati 5000 mancho di quello spendeva ; e V Oralor ii^fse h Ccsaren Maestà non doveva vardar a l\ì ngno in lanta cossa; con altre parole sapientissìdite per lui Oralor. Hor ozi, dito Canzellier li hadite per lui Oralor. Hor ozi, dito Canzellier li ha ilio aver parlato al Re di quello; ma non c'è rimedio* non lo voi revochar, ma ben li darà tal corois-dio* non lo voi revochar, ma ben li darà tal corois9on che '1 vicinerà ben con la Signoria nosira, e9on che '1 vicinerà ben con la Signoria nosira, e eoninboendo lo leverà et li torà quel governo. Scrile cso Oralor, si provedi in Friul etc. perchè con-le cso Oralor, si provedi in Friul etc. perchè condusive non é remedio non vegni, e cussi li hadusive non é remedio non vegni, e cussi li ha dillo moosigiior di Qàievers. Scrive, eri zonse uno capilaoo vien di Chastiglìa. Riporla come la comunità di Burgos aspeta la rìsolution di quella Maestà e il rilomo dil loro nontio mandoe di qui |)er averla, e eome lo exercilo di lo \rmirante avia preso uno caitdio diiamato Villa Graodo 7 mia lontan da Me-itdio diiamato Villa Graodo 7 mia lontan da Meiiot de Rio Secho, qual é dil Contesta bele, che ha-iiot de Rio Secho, qual é dil Contesta bele, che haTe» rdkdlato, et come il campo di la Santa Zonta,Te» rdkdlato, et come il campo di la Santa Zonta, over di quelli populi, era li propinquo per far la zorBib: per il che esso Contestal)ele in Burgos aviaBib: per il che esso Contestal)ele in Burgos avia ddibemto veder di aver la Torre di Silex dove è la Baioa, el voleva andar ivi col campo a expugnarla ; et che si scaramuzava con li cavalli lizieri, i quali mio sta iDiltmctali . . . Questi si dubitavano di tal nmtfi mt non voria fosse fata, et manderà la raololion. Scrive, ha auto le letere per i capitani di Ifann eie El parlando col Gran canzelier, li ha ditto il He e Raina di Portogallo voler dar ajuto a la Cenrca Maestà e aver facto la monstra di le so* zentenrca Maestà e aver facto la monstra di le so* zente «t nandirie a li confini, et etiam è sta scrito al re d*lagallen, come lui Orator ha inleso per bona via, ridMendo V impresti ducati 100 milia per questo no bisogno, perche di quelli 1* imprestò prima e di qaerti lo farà cauto, pregandolo esso Re mandi uno la Spagna a notificar a quelle comunità, eh' è per Viivrh Cesarea Maestà se non ritorneno a soa obedieolia etc Scrive, il reverendissimo cardinal Ma-dieolia etc Scrive, il reverendissimo cardinal Mapatino eleclor di Y Imperio zonse mo* terzo zoniopatino eleclor di Y Imperio zonse mo* terzo zonio M iri in Vonnantia. La esarca Maestà li andò conlra. EHam loozerà il Treverense e li altri eleclori, quali Tengono per far la dieta. Scrive, Torator di Anglia k spaia letere al suo Re, et è spesso con la Cesarei Maestà in consulto.rei Maestà in consulto."
15,['Gradisca'],557,"DiAngUa^ dil Surian orntor nostro^ date a  Londra a dì 28 Navembrio. Come ricevete no-  stre letere con li sumari dil zonzer di Torator dil  Turco per ooorinnar la paxe, e la eletion fata di  l' oralor Uinio al dito Signor, et la letera drizata al  reverendissimo Cardenal, ringraliatoria dil bon oRcio  fato per la Signoria nostra. Unde andò dal prefato  Gardena!, e li comunicò dite nove. Disse, questo Si-  gnor ha anni :25, è di bona prudenlia, saria da temer  non fosse come il padre; poi 11 de la letera di la Si-  gnoria con parole acomodate. Quella lela, ringratiò  la Signoria offerendosi etc. Poi disse, aver il Papa  voi sguizari per la impresa di Ferara, et che il re di  Pranza, ni la Signoria nostra doveva soportar, ni  etiam el suo Re li piace per esser di nominati per  dita Maestà in la Itga et paxe con Pranza fala ; et che  l'ha scrito al Papa, con altre parole indicative la  mala contenteza di questo. Poi li disse, tien il re Cri-  stianissimo non vera in Italia, et che la Cesarea Ma-  jesià, fato le visite con il serenissimo re di Hongaria  el Polonia et lo illustrissimo Infante suo fradelo nel  qoal é mandata madama Anna sorela dil re di Hon-  garia, le qual viste sarano a meza Quaresema, an-  derà in Spagna per cessar quelli tumulti, e lasserà  vicario imperiai dito Infante, perché cussi é con-  tento il ducha di Saxooia al qual pareva convenisse  questo cargo. Poi disse, che *l conte Cristoforo ve-  niva in Friul al governo di quelli lochi mandato a  requisition dil cardenal Curzense ch'é suo cugnato,  zoé di Maran et Gradischa, che sono di la Signoria  nostra. "
16,['Gradisca'],584,"Di Udene, di sier Francesco Donado ti ca-  valier, luogotenente in la Patria, di 21. Come,  in execution di le teiere di la Signoria nostra, disse  al magniRco capitano cavalier di la Volpe, andasse  a stanziar in Cividal. Il qual rispose adderi oiolto  volentieri, et ha mandato a preparar le fttansie ; ma  voria le chiave di le porte in le man, qual lieo quel-  la comunità, /fem, ha dito a Cesare sao fradelo,  fazi venir in Udene alozar li 18 homeot d*»rme, et  (Hissl fari. Scrive di capi di siratioti a far ei aimilc.  Item, et cavalier di la Volpe li In dito li cavali in  Cividal noh fìi miHa, meglio saria Canti fonti. EI ba  mandalo uno suo a Postoyna loco dfl odate Cristo-  fbro per saper la sua venuta; el qual conte Cristoforo  non é ancora zonto, et se divulga verik eoa 100 ca-  vali todeschi, licei votìa lui menar corrati, ma to-  deschi non voleno eorvali, et lui li meacri e non  sarà altro. Scrive, in Maran, Gradischa et Gorida,  poleno esser da 1 SO in 200 l^nii, a lercha 30 ca*  vali di todescbi. "
17,"['Marano', 'FrìuliX']",496,"Dil ditto, di Ì7, in*. Scrive, zercha li 30  ducati il Philinger solicita, et volendo aver te lelcn  dite, par Soa Maestà intrasse nel Gonsejo e  gna ron nuMisignor di Qiievers el Gran  e altri, e intrato chiamono dentro el conte Crìstolb-  ro Frangipani, qual stato un pocho ussi fuora iboIIo  aliegro, e persone si al^rava con lui et pncijfme )  li foraussiti. La causa fu perchè fu ekto j'^pitMi*! ji  Maran e Gradiscila. Per il die, oognosceodo il ani  animo dil ditto conte Cristoforo verso h Signoria  nostra, pariò al Gran canzelier, dioeudo questa ck-  tion é routraria al voler di la Cesarea Maestà, qoal  voi ben convicinar con la Signoria nustn, dicendo  le raxon non si dovea mandar dito Conte, perchè si-  ria incitamento di guerra, e la Signoria manderi  zenle in Frìul, e cussi si principierà gariiuio. Lri  Gran canzelier disse non é da pariar, perche era sii  deliberà nel Gonsejo, perdiè lui ha pratica in qvrih  lochi, poi é benemerito per esser stato presoo ìm  questa terra, poi il Re spende mandando costui du-  cati 5000 mancho di quello spendeva ; e V Oralor ii^fse h Ccsaren Maestà non doveva vardar a l\ì ngno in lanta cossa; con altre parole sapientissìdite per lui Oralor. Hor ozi, dito Canzellier li hadite per lui Oralor. Hor ozi, dito Canzellier li ha ilio aver parlato al Re di quello; ma non c'è rimedio* non lo voi revochar, ma ben li darà tal corois-dio* non lo voi revochar, ma ben li darà tal corois9on che '1 vicinerà ben con la Signoria nosira, e9on che '1 vicinerà ben con la Signoria nosira, e eoninboendo lo leverà et li torà quel governo. Scrile cso Oralor, si provedi in Friul etc. perchè con-le cso Oralor, si provedi in Friul etc. perchè condusive non é remedio non vegni, e cussi li hadusive non é remedio non vegni, e cussi li ha dillo moosigiior di Qàievers. Scrive, eri zonse uno capilaoo vien di Chastiglìa. Riporla come la comunità di Burgos aspeta la rìsolution di quella Maestà e il rilomo dil loro nontio mandoe di qui |)er averla, e eome lo exercilo di lo \rmirante avia preso uno caitdio diiamato Villa Graodo 7 mia lontan da Me-itdio diiamato Villa Graodo 7 mia lontan da Meiiot de Rio Secho, qual é dil Contesta bele, che ha-iiot de Rio Secho, qual é dil Contesta bele, che haTe» rdkdlato, et come il campo di la Santa Zonta,Te» rdkdlato, et come il campo di la Santa Zonta, over di quelli populi, era li propinquo per far la zorBib: per il che esso Contestal)ele in Burgos aviaBib: per il che esso Contestal)ele in Burgos avia ddibemto veder di aver la Torre di Silex dove è la Baioa, el voleva andar ivi col campo a expugnarla ; et che si scaramuzava con li cavalli lizieri, i quali mio sta iDiltmctali . . . Questi si dubitavano di tal nmtfi mt non voria fosse fata, et manderà la raololion. Scrive, ha auto le letere per i capitani di Ifann eie El parlando col Gran canzelier, li ha ditto il He e Raina di Portogallo voler dar ajuto a la Cenrca Maestà e aver facto la monstra di le so* zentenrca Maestà e aver facto la monstra di le so* zente «t nandirie a li confini, et etiam è sta scrito al re d*lagallen, come lui Orator ha inleso per bona via, ridMendo V impresti ducati 100 milia per questo no bisogno, perche di quelli 1* imprestò prima e di qaerti lo farà cauto, pregandolo esso Re mandi uno la Spagna a notificar a quelle comunità, eh' è per Viivrh Cesarea Maestà se non ritorneno a soa obedieolia etc Scrive, il reverendissimo cardinal Ma-dieolia etc Scrive, il reverendissimo cardinal Mapatino eleclor di Y Imperio zonse mo* terzo zoniopatino eleclor di Y Imperio zonse mo* terzo zonio M iri in Vonnantia. La esarca Maestà li andò conlra. EHam loozerà il Treverense e li altri eleclori, quali Tengono per far la dieta. Scrive, Torator di Anglia k spaia letere al suo Re, et è spesso con la Cesarei Maestà in consulto.rei Maestà in consulto."
18,"['Marano', 'FrìuliX']",546,"Se intese, in Colegio, per lelere dil cavalier di la  Volpe, date in Udene a di . . . scrite al suo canze-  lier, come il conte Cristoforo Frangipani era zonto  al governo di Maran. "
19,"['Marano', 'FrìuliX']",550,"Il Papa disse: e Non, che tutto sia a nui». Por TO-  rator li dimandò quello havia di Spagna. Disse : < Si  dice per spagnoli in Spagna esser gran garbugii, et li  popoli sono in acordo con li grandi, siche bisogna il  Re vadi in Spagna ; e si tien monsignor di Chievers  non vi anderà, dubitando esser morto e deponulo  dal governo». Scrive, li foraussili nostri é li a Ro-  ma, hanno levato la Signoria nostra ha richiesto per  via dil nostro ambasator è in corte di la Cesarea Ma-  està acordo con quella ; il qual ha risposto che di le  cose aspela al duchalo di Austria lo farà, ma di quello  aspeta a V Imperio non voi senza voluntà de li Kle-  clori, siche a questa dieta si tratarà; e dicono che lui  Orator ha parlalo al Papa di questo, esorli esso Re  a concluder dito acordo, et uno Antonio Bagaroto  va monstrando certa teiera di Alemagna, come il  conte Cristoforo vien al governo di Gorizia, Gradi-  scila e Marano, e li dà la Cesarea Maestà ducati 48  oiilia a Tanno, e li ha dà le possession di nostri sub-  diti ; el qual ha promesso farli aquistar eie. Scrive, il  Papa ha dato lo episcopà di Pampalona, fo dil car-  dinal Libret morto, al reverendissimo Cesarino, con  pension di ducali 2500 al reverendissimo CoIona.  Non si sa se la Cesarea Maestà vorà asenlir; pur  hessendo Colonesi di soi, per questo forsi asenlirà.  Scrive, é stato da monsignor di Pin orator di Pran-  za, é l], per alegrarsi dil vescoado auto, qual vai du-  cali 4000 a Tanno. Era in letto con gotte, ringratia  molto la Signoria, con molle parole hinc inde dicUe  ut in litteris. "
20,"['Marano', 'FrìuliX']",554,"Di Cividal di Friul, di domino Hironimo  di Nordio dotor^ citodin de lì, di 12, drieata a  sier Antonio Grimani procuratore Scrive come,  per la venuta dil conte Cristoforo al governo di Go-  ricia e di Gradiscba e Maran, quella terra di Civi-  dal bisogna esser custodita; qual si fosse robata, sa-  ria perso la Patria, però si provedi. Et é sviso, il dito conte Crìsloforo esser zonto a Posloyiia, e come io Cìvidal é pocba zeote per la peste vi é stala. 833* Fo leto una suplication di Fnnceseo Bod qu. sier Zorzi cretese, domanda di gratia sia fato nobile cretese acciò possi partecipar di quelli ofBcii, et questo per esser fiol naturai etc, e li sia concesso a lui esto per esser fiol naturai etc, e li sia concesso a lui e so' Goti ; et leto la risposta dii rezimento di Crete che conseja se li poi Tar tal gratia, ut in ea."
21,"['Marano', 'FrìuliX']",556,"Dì Franga, di V Oraior nostro, date « jBbs,  a dì 3. Come, havendo auto letere di 17 Dieembm,  di rOrator nostro apresso la Cesarea Maestà aercfaa  il mandar dil conte Crìstoforo al governo di Gradi-  scha, Maran etc, e per esser di la qualità li aaria  bon non fusse mandato aedo non fusse principio di  guerra ; et perché il Re era con la Raioa e madre  e pochi de li soi a uno vilazo mia 15 loolan, loeo da  non poter habitar altri, mandò il suo Secretano a  pn^r quella Maestà voy scriver in Alemagoa che  sia revochato tal electione. Et lui Orator parlò a DM»-  signor l' Armirajo, era li a Bies, qual disse si brk  scriver al suo Orator parli a la Cesarea Maestà doq  lo mandi, saria prìncipio di novità, ei che firaueesi é  desiderosi di guerra per esser sta sema soldo qual-  che tempo. Poi disse esser venuto quel GharoD ora-  tor dì Anglia con li presenti a quel Re, e voler  in optima benivolentia con la Cfaristianissima Ml..^,  e di le cose di Scozia vorìa li oratori seozesi andas-  seno a quel Re; siche si vederà di conzar qudle eoae,  perché sono in dojudici, la illustrissima Madama  per il Re nostro e il reverendissimo cardinal Ebo-  raoense per il Re di Anglia; per il che si manda  monsignor Polit in Anglia a questo eSaeio e fìicsi  passerà fino in Scozia. Poi parlando di Roma, disse  non esser altro. Monsignor di San Marzeo Iratavm  alcune cosse di pocho momento; non é sta expedito  ancora. Scrive, il Re con la corte va a RemoraDtiuo  dove starà alcuni zorni, |k>ì si transierirà a Lioo.  Scrive, ditto orator anglico dimandò si 'I Re andava a IJon Ad abocharsi col Papa. Li fo risposto è assa' tempo non è sii al suo slato de Milan e li bisognava andar a rivederlo, e andando, forsi si abocheri col Papa a Bologna. Tamen ancora non havia concluso; 334* Ola zonto a Lion terminerà quello li parerà. Scrive, il Secrelario parlò al Re dìl conte Cristoforo, qual li disse scriverà al suo ambasator, ut supra. Eiiam parlò a Madama e li disse ut supra. Si scusa diclo Orator nostro, si cussi spesso non aviserà Ano non sii a Liou, et manda letere di TOralor nostro in Anglia."
22,"['Marano', 'FrìuliX']",557,"DiAngUa^ dil Surian orntor nostro^ date a  Londra a dì 28 Navembrio. Come ricevete no-  stre letere con li sumari dil zonzer di Torator dil  Turco per ooorinnar la paxe, e la eletion fata di  l' oralor Uinio al dito Signor, et la letera drizata al  reverendissimo Cardenal, ringraliatoria dil bon oRcio  fato per la Signoria nostra. Unde andò dal prefato  Gardena!, e li comunicò dite nove. Disse, questo Si-  gnor ha anni :25, è di bona prudenlia, saria da temer  non fosse come il padre; poi 11 de la letera di la Si-  gnoria con parole acomodate. Quella lela, ringratiò  la Signoria offerendosi etc. Poi disse, aver il Papa  voi sguizari per la impresa di Ferara, et che il re di  Pranza, ni la Signoria nostra doveva soportar, ni  etiam el suo Re li piace per esser di nominati per  dita Maestà in la Itga et paxe con Pranza fala ; et che  l'ha scrito al Papa, con altre parole indicative la  mala contenteza di questo. Poi li disse, tien il re Cri-  stianissimo non vera in Italia, et che la Cesarea Ma-  jesià, fato le visite con il serenissimo re di Hongaria  el Polonia et lo illustrissimo Infante suo fradelo nel  qoal é mandata madama Anna sorela dil re di Hon-  garia, le qual viste sarano a meza Quaresema, an-  derà in Spagna per cessar quelli tumulti, e lasserà  vicario imperiai dito Infante, perché cussi é con-  tento il ducha di Saxooia al qual pareva convenisse  questo cargo. Poi disse, che *l conte Cristoforo ve-  niva in Friul al governo di quelli lochi mandato a  requisition dil cardenal Curzense ch'é suo cugnato,  zoé di Maran et Gradischa, che sono di la Signoria  nostra. "
23,"['Marano', 'FrìuliX']",584,"Di Udene, di sier Francesco Donado ti ca-  valier, luogotenente in la Patria, di 21. Come,  in execution di le teiere di la Signoria nostra, disse  al magniRco capitano cavalier di la Volpe, andasse  a stanziar in Cividal. Il qual rispose adderi oiolto  volentieri, et ha mandato a preparar le fttansie ; ma  voria le chiave di le porte in le man, qual lieo quel-  la comunità, /fem, ha dito a Cesare sao fradelo,  fazi venir in Udene alozar li 18 homeot d*»rme, et  (Hissl fari. Scrive di capi di siratioti a far ei aimilc.  Item, et cavalier di la Volpe li In dito li cavali in  Cividal noh fìi miHa, meglio saria Canti fonti. EI ba  mandalo uno suo a Postoyna loco dfl odate Cristo-  fbro per saper la sua venuta; el qual conte Cristoforo  non é ancora zonto, et se divulga verik eoa 100 ca-  vali todeschi, licei votìa lui menar corrati, ma to-  deschi non voleno eorvali, et lui li meacri e non  sarà altro. Scrive, in Maran, Gradischa et Gorida,  poleno esser da 1 SO in 200 l^nii, a lercha 30 ca*  vali di todescbi. "
