,Place,Column No.,Paragraph
10,"['Chioggia', 'Chioza']",298,"proposito etc. Andò in renga sier Luca Trun savio dil Gon-  scjo, scusandosi non esser per li frati di San Zorzi  imo esserli contrarissimo, et non li piace la teiera 186*  perché semo signori. Per forilGchar la terra nostra,  ne domandate mo' licentia al Papa? havemo blo.bu-  tar Z080 chiesie a Padoa, Treviso e Breza, non si  dimandò licentia al Papa. Dal quondam dote mis-  sier Piero Ziani si buio zoso la chiesia di San Zu-  minian, poi, buia zoso, il Papa non volse, con que-  sto il Doxe vadi a visitare la chiezia ogni anno.  El che non si farà niente a scriver a Roma. Domino  Egnatio, è fiorenlin, parente dil Papa, ha obtenuto  poter vender ducali 30 milia di possession è li.  Fano perché é per dar al Papa e altri; et che quel ne-  pole dil papa Paulo riformò questo ordine, nomi-  nato Piero Barbo, qual non volse vescoadi ma aceto  Tabatia di Santa Juslina valea ducati 5000 el poi la  dete a la congregalion di San Beoedello e si chiama-  va Congregalion di santa Juslina, bora la chiamano  di Monte Cassino, et di questi monaci per 300 anni  tenne il papato, bora ni da poi niun si vi poi esser»  perché si feno tanto richi che non si dano a le viriù  e santità. Per tanto li par che dovesseno far exequir  la senlenlia feno, missier Alvise da Ifolin e miseier  Piero Balbi e missier Zorzi Emo provedadori sora  le Aque, debano far far. Et il Consejo sentiva questa  et voleva meler la parie, cargando mollo essi frati. "
11,"['Chioggia', 'Chioza']",298,"Poi pariò sier Francesco Bragadin savio dil Con*  segio, in &vor di la lelera, dicendo questa opinion  dil Trun é molto subita, et visto Deeem Qm$ilium  sequitwr preBsmtiamy et che quando faremo questo  depotentia^ il Papa ne scomunicherà ; ma prima é  bon veder si de plano polemo oblenir V intento no*  Siro, che mai mancherà a far de potentia^ biasi-  mando mollo il Trun. Poi parlò sier Harin Morezini  é sora le Aque, qual contradise elici» a la lelera, o  si doveria for gajardamente contra questi frati che  voi predichar contra questo Stado, ma semo miti ;  dicendo il Dominio nostro non dia aver alcun rispeto  quanto a far una cossa li toma la salvation di la sua  terra, e che le Lagune é le mure di Venelia.Per que-  sto aterar V ha iato i frati. Chiosa é in terra; con al-  tro parole. Poi parlò sier Gasparo lialipiero, é sora  le Aque, etiam contra la lelera e contra Topinion di 187  sier L4ica Trun ; el volendo continuar a pariar, sier  Marco Uinio e sier Hironimo da cha* da Pexaro con-  sieri messeno, elenio é Thora tarda, et per consultar  meglio la teiera si ha a scriver a Roma é meglio  questa maleria indusiar; el cussi senza altra baUo-  talion li Savii fono contenti. Et questo vuol li frati,  che la cossa vadi in longo. Et si vene zoso di Pregadi eoo gruidiaBmiì cndeon comanda di qoesla maleria, a bore do di noie."
12,"['Chioggia', 'Chioza']",303,"Fo aerilo a TOrator nostro in eorte^ digi al magnifico domino Zuan Hemanuel orator di la Cesareagnifico domino Zuan Hemanuel orator di la Cesarea Maestà, havemo aerilo a Verona fazi diligente inquisilion dil caso sequito a la Chiusa, et hesseodo, fazisilion dil caso sequito a la Chiusa, et hesseodo, fazi relassar. Fo sento eri a sier Alvise Bod dolor podestà di  Chiosa, S corieri vieo di Fioreotia si doleoo de li of-  ficiali de li TieD aperte le boizele di le ieiere; dod  (iizietc.  189* Adì 19. La inatiiia doq (o Dulia da conto di  far nota. "
13,"['Chioggia', 'Chioza']",303,"Dil partir dil Signor turco per Aodemopoli, e altre  ooeoreotie. Hem^ se inlese fuste di turchi sora Ussa  il banoto di Goresi veniva di Candia averlo preso,  ellaja li homeni a pezi tutti. "
14,"['Chioggia', 'Chioza']",303,"A é^ SO. La roatjna non fo nulla. Fo leto ìe Ie-  iere di Cansianiincpoli dil morbo grande, et il  Signor tnrcho havia auto una jandusa e do carboni  eiera varito. "
15,"['Chioggia', 'Chioza']",303,"Et in Coiqiìo lede, fo terminato scriver tal nova  a Roma, Franza, Spagna, Anglia, Hoogaria e Mibin,  con aviaar quanto si bavea, tamen non esser ancora  lettera dil Bayio nostro. "
16,"['Chioggia', 'Chioza']",384,"Da poi disnar, fo Consej\> di X con Zonla prima simpfice. ExpeJileno di presont sier Zuan Batista Briani qu. sier Zacaria, sier Zuan Maria Zorzi qu. Ruberto et sier Domenico Lolin qn. sier Anzolo, re> tenuti per la cossa seguile in Canarejo a le noze. ifem, con la Zonta fono su certe Ci)sse di la zecha, uè altro da conio. £1 se inlese, come Vorator dil Turco era zonlo ai Caslefi, vien di Ragosi con 8 persone, e Parmirajo vene a dirlo a la |)orla di Colegio. Unde fu terminalo venisse di longo a dtsinon-legio. Unde fu terminalo venisse di longo a dtsinon taf a la Zoecta ti suo alortneillo fWp i iili i n  MaKpìero, el ordinalo 90 KnCilnmeai  matina poi terza in chiesia dì San Ifampef)  a visitar et scusarsi, non hareiido mflÈodk li  venula non si ha potuto mandarK tmà  rarlo. Et fu ordinato farli le spese k fltai  poi per esser con 8 l)oche, darli ducali <  Et cussi a bore dai di note, fo ordinilo G  meni tra i qual lo. "
17,"['Chioggia', 'Chioza']",536,"curafor.  Sier Mallo Vitori, é di Pregadi, qu. sier Borlolamio.  Sier Hironimo Barbarigo, fo podestà a Ghioza, qu. "
18,['Dese'],169,"Poi intrò che al partir suo la Cristiaoisiiiia Maestà de more li havia donato una catena d'oro, poieastà de more li havia donato una catena d'oro, poiea valer zercha scudi 450, la qual però ooo ta porlo io Pr^di, e sopra questo parlò lungamente, dieeado é sta preson in Pranza, e pagata la taja e loHoK ooo prexon li fu dato domino Andrea Leslaoer, qoal si tolse taja ducati 2000, el però lui tolse doeaU aOOQ, poi fo lassalo e lui pagò li ducati 3000 di tejaL È stato in questa l^tion apresso anni tre, e io questi coloqui di reali ha speso assai, perché, olirà le spei^ di viazi, si convien far honor a chi si rapreseote. et ha speso assa* dil suo; però reehiedeva, per teole fatiche che mai ha recusalo de andar a servir questo Stado, per il suo star in prexon in Pranza, aziò sia conosuto il suo servir esseme sta grato, sicome fii fato a domino Marco Dandolo venuto orator dil re Cristianissimo, edam slato prexon, che li fo donado M «a cadena, cussi suplieava questo segno fusse falò io  M ui, eoo molle parole ben dite a proposilo. Poi laudò  fironinao da Canal suo secrelario, qua! era li pre-  ^ che beo si havia porlato eie. Et compito, vene  di renga : laudato de more. "
19,['Dese'],169,"Die 6 Septembris 1520, In Rogads. "
20,['Dese'],169,"Sier Aotonius Condulmario, sier Gaspar Marìpe-  3ro, sier Marcus Mauroceno sapientes super aquis. "
21,['Dese'],169,Dovendosi cum ogni studio et diligenlia cercar 
22,['Dese'],169,"lontanar de le pallude nostre le aque dolce, le qual "
23,['Dese'],169,con le salse producono non solum 
24,['Dese'],169,"aedi et pessimo aere, ma etiatn aterano, fu ne li "
25,['Dese'],169,reteriM anni serate le aque dolce a Margera et fato 
26,['Dese'],169,"DO alveo novo cum il suo arzere, sperando doverse "
27,['Dese'],169,%liorar» come io effetto doveva esser; ma perché 
28,['Dese'],169,"le aque salse, et i canali che vanno verso Me- "
29,['Dese'],169,"soDO persi, et quodpejus est ditti arzcri sono "
30,['Dese'],169,"ogni mioima inoodation rompeno, et de dita ope- "
31,['Dese'],169,"ta cbe quodammodo est errar pejor priore, e sia "
32,['Dese'],169,o a proveder per la indennità di ditte Lacune no- 
33,['Dese'],169,Ire e( cercar de lontanar le acque dolce più sia pos- 
34,['Dese'],169,"ibile e dar fomento et corso a le aque salse, V an- "
35,['Dese'],169,parte : cbe eum il nome del Spirilo Santo el sia 
36,['Dese'],169,to UDO iocavamento principiando tra pertege 50 
37,['Dese'],169,i sotto el ponte de Botenigo et dove se conzonze 
38,['Dese'],169,"que salse, dove m^lio vegnirà a corresponder cum "
39,['Dese'],169,"^ ''open si ha a far de la Brenta fin dicti luogi, an- "
40,['Dese'],169,"^3i Mestre, che è cavamento di pertege 201 i da quella "
41,['Dese'],169,XsUliidioe el profondità che sia capaze a condur le 
42,['Dese'],169,"^Mfoe, insieme con li ingenieri che sopra questo sa- "
43,['Dese'],169,"v*aoo deputati parerà, dovendo poi scorer dita aqua "
44,['Dese'],169,per el dito alveo di Mestre; el aciò quella possi me- 
45,['Dese'],169,"l^io discorer verso el Dexe, sia cavata la fossa chia- "
46,['Dese'],169,omU la Desfeoa che è de là da Mestre per condur 
47,['Dese'],169,"le diete aque al Dexe, et de basso serar le aque al "
48,['Dese'],169,"loco predicto dove se principierà el dicto cavamento, "
49,['Dese'],169,"cavamento el serali ditti due lochi, tulli li canali del "
50,['Dese'],169,Botenigo el cavamento de Margera e Liza Fusina re- 
51,['Dese'],169,"stanano sechi senza aci|ua, sia preso che *1 sia aperto "
52,['Dese'],169,"el Caro, et tutte le bocbe di canali aziò le aque salse "
53,['Dese'],170,"vadino suso quanto pili le pono, et habiNo più corso a le Ucune nostre, et siano causa de extirpar tutte le  canne nassule si nel dicto alveo novo come in ditti 113*  canali, cbe sarà total beneficio non solum di le La-  cune nostre predite, ma etiam purificazion de Taere  di questa nostra cita. Nec non sia cavala la fossa  chiamata la Gradenica, la qual é apresso la strata re-  cto tramite fino al canal di san Lorenzo di Mestre.  Et da mo' sia preso : che in primis et ante om-  nia principiar si debia el ditto cavamento novo di  le pertege 301 1 cum li arzeri potenti da resister da  quella banda a le aque dolze che penetrar non pos-  sino in la lacuna nostra, et similiter che da quella  banda fortificar et reparar se debia li arzeri de la  Brenta per il medemo effeclo, et similiter la De-  steoa cbe va a la via del Dexe, come di sopra e dicto.  Quo facto^ remover se debia el Caro et Tarzere dove  é fuiKlato esso Caro de Margera per aprir la via a le  aque salse, et non pi*ima per alcun modo : decbia-  rando che tutte le terre che al presente non sono  lavorale non se possino redur a cultura, ma riman-  gino tutte a pradi, dovendose però obturar et stro-  par tutte le gore et sboradori cbe cadauna di dito  terre lavorate bavesseno, le qual butasseno in alcun  de li canali preditti, cussi da la banda del Botenigo  verso Mestre, come da li arzeri de la Brenta fino al  Botenigo, da la dita cava in zoso verso le acque  salse, aziò iK)n sia dannificata la Laguna nostra, sotto  irreniissibel pena de perder le terre, le qual ipso  facto se intendino esser confiscato in la Signoria  nostra, un terzo de le qual sìa de li acusador e li  doi terzi de V oiieio nostro sopra le Aque, da esser  convertilo el tracio de quelle a beneficio di la La-  cuna nostra. Et siano tonuti li Savii nostri sora le  aque presenti e futuri circha diete |)ene a exequir la  presento deliberation, sotto debito de sacramento et  pena di ducati 500. "
54,['Dese'],170,De parto . . 131  De non ... 17  Non sincere. 17 
55,['Dese'],170,"A dì 8. Fo la Madona. La Signoria andò a mes- Hi  sa in cbiesia di san Marco, vicedoxe sier Andrea  Mudazo, con lo Legato dil Papa episcopo di Puola,  Torator di Franza domino Francesco Rosso, Tora-  lor di Ferara e Torator di Mantoa, et compila, non  fo alcuna letera. "
56,['Dese'],170,"Da poi disnar, non fo nulla, li Savii si reduseno  poi vesporo. In questa notte passata fo grandissima  fortuna di vento, adeo alcune barche anda\*ano a Lugo è àllj^ A Mak-gert pé^ à^da^ a T)*6yì8o, d la Mddona si roversono e alcuni si anégoDo."
57,"['Fratta', 'Polesine']",143,"Fu posto, per li ditti, non era -sier Francesco  Bernardo: atento die tutte le rol)e vien di Fiandra,  Alemagna e altri lochi, capitano a Verona e per via  di Hostia o?er di la Polesela vanno a le fiere soto  vento e altri lochi alieni, però sia preso, che tutte  saize, tapezarìe, tele, pani e tutte altre robe capita-  no a Verona, si de Ponente, come di terra todesca e  ogni altro loco, prima pagi li dadi consueti a Vero-  na, poi fazi le bolete per transito qui e non per al-  trove; dove zonte in doana di terra, siano poste in  uno magazen separado e pagi, oltra qudlo é solito  pagarse in le terre nostre, ducati uno e mezo per  soma di peso lire 500 a la sotil, ne si possi aprir le  baie si non per venderie de qui, e si tolesseno altro  camin per non andar a le fiere sotto vento, possino  le ditte mercadantie esser tolte per contrabando.  liem, il dazio posto a le dite a la Polesela over a It  Frata, per parte presa a di ^8 Noveml>rìo passado,  sia revocbato. Item, di qui pagi la miti di le spese,  ut in parte: 146, 18,^.  93 A di 39. ¥o san Zuane D^hdo. Fo Col^ di  le biave. Et fu preso certe parte et ordeni, atento  non vico rormenti di Ravetia qui, conoe prima so-  leva, perché li merchadanti vanno a comprarti de  R, ei li incanevano, et poi li trazeno per le terre  nostre, però sia preso che de attero alcun subdilo  nostro non possi far tal comprede per lassar li for-  menti de B, ma ben quelli adretura forti condur in  questa terra, soto pena etc., nt in parte. La qual  fo publicata in corte di Palazo a di ultimo ditto. "
58,"['Fratta', 'Polesine']",143,"Da poi disnar, fo Gran Consejo. Fato Luogote-  nente in la Patria di Friul e niun passoe: tolto la  terza volta sier Francesco Corner ei cavalier, è am-  btSBador in Spagna, di sier Zorzi cavalier, procura-  tor. Né avoehato in Rialto passoe. "
59,"['Fratta', 'Polesine']",143,"Fu fato ai X offidi sier Benedetto Trun qu. sier  Michiel, qual intra in loco di sier Nicolò fio di suo  fratelio e lui lo fece; é di età di anni 70, e mai ha  auto offitio. "
60,"['Fratta', 'Polesine']",143,"Fo scrito, per Colegio, al provedador d* Ampbo  sier Josto Guoro, come, inteso il bon ofBtio e micini  beo d9 capitano di Stenech, e li conti dil Castel Roman, per tanto bavemo deliberato mandarli par Augustìn de Parma contestabile in Ampbo, è veoolo de qui, uno presente di alcune cosse, videUeei veri, cere et specie, per tanlo lo invii etc. Et replicfaalo^ havendo inteso da li homini di Bagolin le m ol c a fe fanno quelli conti di Lodron, volemo non lassi |ias* sar vituane vadino a L.odron, né alcuni di loro di Lodron per transito per dita rocha di Ampho."
61,['Gambarare'],194,"A dì 19. La matina fo lefere di Famagosta, 129  di sier Zacaria Loredanprovedador general, di  15 Lujo. Scrive dil suo zonrer de H, el come ha  trovato quella terra mal in ordine di vituarie e altro,  et come zonse de li a di 95 Zugno. "
62,['Gambarare'],194,"Fo scrito, per Colegio, a li rectori di Brexa, co-  me, havendo inteso per sue letere di 16, queli scele-  sti feno quel atroce caso in liergamasca dì la morte  di quel Vescovo, esser venuti su quel teritorio bre-  xano, et come haveano loro rectori fato cavalchar  cavali 100 di la compagnia di Martinengo e Longena  per prenderli : di che li laudamo, avisandoli quello  fo scrito a Milano et a Bergamo sopra di questo, et  voy intendersi ben insieme, et vedi di averii fazendo  segni con campano etc. "
63,['Gambarare'],194,"Da poi disnar, fo Consqo di X con la Zonta, et  sempliee. Et fono sopra li vilani di le Gambarare et   13 expediteno . . . absenti, videlieet b«iidizali come di solo scriverò; et li presenli non poteno expedir. É processo di 100 carie, rimesso a uno altro Conscio. Il Doxe vi fu, et vene zoso il Coosejo a la seconda campana."
64,['Gradisca'],308,"Di moti di Castiglia, sono grandissimi, et li procuratori e andati a la Torre di Siglias a lenir la cor-curatori e andati a la Torre di Siglias a lenir la cor te, dove é la Raiha, e voleno quella sia Raina ; e la  cita di Burgos ha cazà il Contestabele e monsignor  di Salines suo nepote : siche la sua delion, fata per  questa Maestà, si tien non opera nulla insieme col  Gran Armirante; unde questi hanno spazà letere al  cardinal di Tortosa si redugi in qualche loco forte, e  stagi a veder quello farano quelle comunità, dandoli  ogni pili ampia libertà di perdonar etc. Scrive, esser  zonto li in Anversa uno orator dil ducha di Lorena,  et etiam uno orator dil re di Angiia, venuto per se-  guitar la corte. Ozi al tardo ha auto audientia pu- 192  Mica dal Re. Scrive, lui Orator non lo visiterà. Scri-  ve si pagi ducati 30 per il suo Secretario, per esser  solito donarli quando si va da alcun Re; fo a lo  abochamento col re di Anglia, lo lauda molto, et  prega li siano dati etc. "
65,['Gradisca'],308,"Dil dito, ivi a dì uUimo. Eri fo a palazo con il  nontio pontificio per esser San Mìchiel, per andar a  la messa con la Cesarea Maestà, credendo, per esser  di Tordine, avesse Tabito come é il consueto portar  in tal zomo. Quella non havia, scusandosi li stÀ averlo  lassato a Holines. Scrive, il Gran canzdier averli par-  lato di ordine di lo illustrissimo Chievers, come é sti  con quelli dil Coosejo di Inspruch, a li quali disseno  la causa non hanno mandato li agenti in Friul per  tratar le differente aziò si vivi li subditi in pace.  Quelli di Inspruch risposeno la colpa e dì la Signorìa;  averli scrito avisi il zorno si dieno trovar, e mai  hanno auto risposta, unde TOrator disse questo non  poi esser, perché Ve uno anno lui solidta tal andata.  Disse poi esser le letere sia sta ordinate per il Con-  sejo di Inspruch, ma non mandate. Poi disse, per  questo la Signoria non dia restar di pagar li scudi  30 milia per le trieve, perché hanno visto li capitoli,  non che si mandi a veder ste differentie, ma si Irati  dil quarto di beni di rebeli, el havendo il Re Ma-  nin e Gradisca, quelle ville dia esser sue. L' Orator  li rispose é falso, ut in litteris^ e se dia restituir i  beni di subdìli, e lui Gran canzelier, volendo parlar  in jure, concluse in Aquisgrana sarà altri dil ditto  Consejo di Ispruch e si vederà. Poi disse saria boa  la Signoria mandi a tratar di qui quelle materie che  si manda de li, e non si manchi di dar li 20 mila  scudi. L' Orator rispose si farà come fa a Verona,  che fu dato li danari di scudi 30 milia, et nulla Tu  fato. Rispose il Re voi il tutto, e in quello si poterano  componer, si concluderà: se resterà differentie, il  Cristianissimo re sarà judice. E questo disse, perchè  r Orator disse non e onesto vui siate judici e parie.  Scrive, monsignor di Chievers ha concluso et é sta  posto in possesso lo episcopo dì liege di F abatia, "
