,Place,Column No.,Paragraph
10,['Gradisca'],308,"Dil dito, ivi a dì uUimo. Eri fo a palazo con il  nontio pontificio per esser San Mìchiel, per andar a  la messa con la Cesarea Maestà, credendo, per esser  di Tordine, avesse Tabito come é il consueto portar  in tal zomo. Quella non havia, scusandosi li stÀ averlo  lassato a Holines. Scrive, il Gran canzdier averli par-  lato di ordine di lo illustrissimo Chievers, come é sti  con quelli dil Coosejo di Inspruch, a li quali disseno  la causa non hanno mandato li agenti in Friul per  tratar le differente aziò si vivi li subditi in pace.  Quelli di Inspruch risposeno la colpa e dì la Signorìa;  averli scrito avisi il zorno si dieno trovar, e mai  hanno auto risposta, unde TOrator disse questo non  poi esser, perché Ve uno anno lui solidta tal andata.  Disse poi esser le letere sia sta ordinate per il Con-  sejo di Inspruch, ma non mandate. Poi disse, per  questo la Signoria non dia restar di pagar li scudi  30 milia per le trieve, perché hanno visto li capitoli,  non che si mandi a veder ste differentie, ma si Irati  dil quarto di beni di rebeli, el havendo il Re Ma-  nin e Gradisca, quelle ville dia esser sue. L' Orator  li rispose é falso, ut in litteris^ e se dia restituir i  beni di subdìli, e lui Gran canzelier, volendo parlar  in jure, concluse in Aquisgrana sarà altri dil ditto  Consejo di Ispruch e si vederà. Poi disse saria boa  la Signoria mandi a tratar di qui quelle materie che  si manda de li, e non si manchi di dar li 20 mila  scudi. L' Orator rispose si farà come fa a Verona,  che fu dato li danari di scudi 30 milia, et nulla Tu  fato. Rispose il Re voi il tutto, e in quello si poterano  componer, si concluderà: se resterà differentie, il  Cristianissimo re sarà judice. E questo disse, perchè  r Orator disse non e onesto vui siate judici e parie.  Scrive, monsignor di Chievers ha concluso et é sta  posto in possesso lo episcopo dì liege di F abatia, "
11,['Gradisca'],496,"Dil ditto, di Ì7, in*. Scrive, zercha li 30  ducati il Philinger solicita, et volendo aver te lelcn  dite, par Soa Maestà intrasse nel Gonsejo e  gna ron nuMisignor di Qiievers el Gran  e altri, e intrato chiamono dentro el conte Crìstolb-  ro Frangipani, qual stato un pocho ussi fuora iboIIo  aliegro, e persone si al^rava con lui et pncijfme )  li foraussiti. La causa fu perchè fu ekto j'^pitMi*! ji  Maran e Gradiscila. Per il die, oognosceodo il ani  animo dil ditto conte Cristoforo verso h Signoria  nostra, pariò al Gran canzelier, dioeudo questa ck-  tion é routraria al voler di la Cesarea Maestà, qoal  voi ben convicinar con la Signoria nustn, dicendo  le raxon non si dovea mandar dito Conte, perchè si-  ria incitamento di guerra, e la Signoria manderi  zenle in Frìul, e cussi si principierà gariiuio. Lri  Gran canzelier disse non é da pariar, perche era sii  deliberà nel Gonsejo, perdiè lui ha pratica in qvrih  lochi, poi é benemerito per esser stato presoo ìm  questa terra, poi il Re spende mandando costui du-  cati 5000 mancho di quello spendeva ; e V Oralor ii^fse h Ccsaren Maestà non doveva vardar a l\ì ngno in lanta cossa; con altre parole sapientissìdite per lui Oralor. Hor ozi, dito Canzellier li hadite per lui Oralor. Hor ozi, dito Canzellier li ha ilio aver parlato al Re di quello; ma non c'è rimedio* non lo voi revochar, ma ben li darà tal corois-dio* non lo voi revochar, ma ben li darà tal corois9on che '1 vicinerà ben con la Signoria nosira, e9on che '1 vicinerà ben con la Signoria nosira, e eoninboendo lo leverà et li torà quel governo. Scrile cso Oralor, si provedi in Friul etc. perchè con-le cso Oralor, si provedi in Friul etc. perchè condusive non é remedio non vegni, e cussi li hadusive non é remedio non vegni, e cussi li ha dillo moosigiior di Qàievers. Scrive, eri zonse uno capilaoo vien di Chastiglìa. Riporla come la comunità di Burgos aspeta la rìsolution di quella Maestà e il rilomo dil loro nontio mandoe di qui |)er averla, e eome lo exercilo di lo \rmirante avia preso uno caitdio diiamato Villa Graodo 7 mia lontan da Me-itdio diiamato Villa Graodo 7 mia lontan da Meiiot de Rio Secho, qual é dil Contesta bele, che ha-iiot de Rio Secho, qual é dil Contesta bele, che haTe» rdkdlato, et come il campo di la Santa Zonta,Te» rdkdlato, et come il campo di la Santa Zonta, over di quelli populi, era li propinquo per far la zorBib: per il che esso Contestal)ele in Burgos aviaBib: per il che esso Contestal)ele in Burgos avia ddibemto veder di aver la Torre di Silex dove è la Baioa, el voleva andar ivi col campo a expugnarla ; et che si scaramuzava con li cavalli lizieri, i quali mio sta iDiltmctali . . . Questi si dubitavano di tal nmtfi mt non voria fosse fata, et manderà la raololion. Scrive, ha auto le letere per i capitani di Ifann eie El parlando col Gran canzelier, li ha ditto il He e Raina di Portogallo voler dar ajuto a la Cenrca Maestà e aver facto la monstra di le so* zentenrca Maestà e aver facto la monstra di le so* zente «t nandirie a li confini, et etiam è sta scrito al re d*lagallen, come lui Orator ha inleso per bona via, ridMendo V impresti ducati 100 milia per questo no bisogno, perche di quelli 1* imprestò prima e di qaerti lo farà cauto, pregandolo esso Re mandi uno la Spagna a notificar a quelle comunità, eh' è per Viivrh Cesarea Maestà se non ritorneno a soa obedieolia etc Scrive, il reverendissimo cardinal Ma-dieolia etc Scrive, il reverendissimo cardinal Mapatino eleclor di Y Imperio zonse mo* terzo zoniopatino eleclor di Y Imperio zonse mo* terzo zonio M iri in Vonnantia. La esarca Maestà li andò conlra. EHam loozerà il Treverense e li altri eleclori, quali Tengono per far la dieta. Scrive, Torator di Anglia k spaia letere al suo Re, et è spesso con la Cesarei Maestà in consulto.rei Maestà in consulto."
12,['Gradisca'],557,"DiAngUa^ dil Surian orntor nostro^ date a  Londra a dì 28 Navembrio. Come ricevete no-  stre letere con li sumari dil zonzer di Torator dil  Turco per ooorinnar la paxe, e la eletion fata di  l' oralor Uinio al dito Signor, et la letera drizata al  reverendissimo Cardenal, ringraliatoria dil bon oRcio  fato per la Signoria nostra. Unde andò dal prefato  Gardena!, e li comunicò dite nove. Disse, questo Si-  gnor ha anni :25, è di bona prudenlia, saria da temer  non fosse come il padre; poi 11 de la letera di la Si-  gnoria con parole acomodate. Quella lela, ringratiò  la Signoria offerendosi etc. Poi disse, aver il Papa  voi sguizari per la impresa di Ferara, et che il re di  Pranza, ni la Signoria nostra doveva soportar, ni  etiam el suo Re li piace per esser di nominati per  dita Maestà in la Itga et paxe con Pranza fala ; et che  l'ha scrito al Papa, con altre parole indicative la  mala contenteza di questo. Poi li disse, tien il re Cri-  stianissimo non vera in Italia, et che la Cesarea Ma-  jesià, fato le visite con il serenissimo re di Hongaria  el Polonia et lo illustrissimo Infante suo fradelo nel  qoal é mandata madama Anna sorela dil re di Hon-  garia, le qual viste sarano a meza Quaresema, an-  derà in Spagna per cessar quelli tumulti, e lasserà  vicario imperiai dito Infante, perché cussi é con-  tento il ducha di Saxooia al qual pareva convenisse  questo cargo. Poi disse, che *l conte Cristoforo ve-  niva in Friul al governo di quelli lochi mandato a  requisition dil cardenal Curzense ch'é suo cugnato,  zoé di Maran et Gradischa, che sono di la Signoria  nostra. "
13,['Gradisca'],584,"Di Udene, di sier Francesco Donado ti ca-  valier, luogotenente in la Patria, di 21. Come,  in execution di le teiere di la Signoria nostra, disse  al magniRco capitano cavalier di la Volpe, andasse  a stanziar in Cividal. Il qual rispose adderi oiolto  volentieri, et ha mandato a preparar le fttansie ; ma  voria le chiave di le porte in le man, qual lieo quel-  la comunità, /fem, ha dito a Cesare sao fradelo,  fazi venir in Udene alozar li 18 homeot d*»rme, et  (Hissl fari. Scrive di capi di siratioti a far ei aimilc.  Item, et cavalier di la Volpe li In dito li cavali in  Cividal noh fìi miHa, meglio saria Canti fonti. EI ba  mandalo uno suo a Postoyna loco dfl odate Cristo-  fbro per saper la sua venuta; el qual conte Cristoforo  non é ancora zonto, et se divulga verik eoa 100 ca-  vali todeschi, licei votìa lui menar corrati, ma to-  deschi non voleno eorvali, et lui li meacri e non  sarà altro. Scrive, in Maran, Gradischa et Gorida,  poleno esser da 1 SO in 200 l^nii, a lercha 30 ca*  vali di todescbi. "
14,['Lizza Fusina'],534,"Fo scrilo a Padoa a li rectori, come volemo ho-  norar la persona del signor principe di Bisignano,  et li manderemo doman zentilhomeni a Liza Fusina,  et poi altri lo riceverà con li piali a San Biasio over  Santa Marta, et li havemo preparalo alozamento. "
15,['Lizza Fusina'],535,"In questo lorno vene el prineipe di Bi»gnano in  questa terra, vien di Padoa. Fo ordenato di onorarlo,  e prima mandarli /^ntiUiomeni contra a Liza Fusina,  e di questi andò solum 8, e altri a San Biasio, dove  lo reeevi e con li piati lo conduchi a lo aiozamento  in che' Dandolo di sora in cale di le Rasse, el ae li  (il cena. Et cussi el zonse, e per le acque é gran soc-  cure in la Brenta e in laguna, a bore 34 a Sen Biasio,  e rioévoto si montò in li piali con quelli aveva et il  signor Zoftne Cosaza suo zerman cuxio, die etiam  li andò confr» a Liza Pmìm, É di età d'anni 18 Vt,  nome Piero Antonio di San Severino, di beliisiffla  statura e ciera, e par savio e ben cosfonuito signor.  É stato apresso la Cesarea Maesl4 et Catbolicha in  Spagna e altrove da zercha anni 4, bora ritorna nel  suo Stado, sicome ho scrito di sopra. Hor zonti al  ponte di la Paja si smontò, e con torzi fu acompa*  gnato fino a casa, è da matina va a la Signoria. "
16,['Lizza Fusina'],535,"QuésK li fono eonira, prima a Lisa Fusina, "
17,"['Marano', 'FrìuliX']",496,"Di sier Francesco Corner el cavalier orator nostro apresso la Cesarea Maestà^ date intor nostro apresso la Cesarea Maestà^ date in Vormaniia^ a dì 12 di V instante. Come quel zorno, scrisse per le allre, parti monsignor di Chievers per seguir la Cesarea Maestà, et lui Oralor ri-vers per seguir la Cesarea Maestà, et lui Oralor ricevete nostre letere per la via di Pranza, di 29 Oc-cevete nostre letere per la via di Pranza, di 29 Octobrio coi Senato, zercha la risposta di 20 miKatobrio coi Senato, zercha la risposta di 20 miKa ducati rechiesli eie, unde lui Orator parlò al Gran 300 canzelier zercha la expedilion di le cosse di Napoli ; qual li disse aver scrito al Viceré li mandi in nota tutto quello fo (olio e da chi, e li danari si domanda, e quanto intrò in la real eie. Siclié tien vorano satisfar solum quello è intra in camera fisclial, e altrisfar solum quello è intra in camera fisclial, e altri ha tolto da poi Tabsolution fé' pafia Julio de 1* interditto, et di formeuli fo tolti a sier Tadio Conlariiii.ditto, et di formeuli fo tolti a sier Tadio Conlariiii. Eri ricevete nostre di 27 No\*embrio con la letera a la Cesarea Maestà cougratolatoria di la incoronation fata in Aquisgrana, linde andò dal Re. Era monsignor di Chievers, il Gran canzelier e il tliesorier Pbiliuger, e li apresenlù la letera. Qual tela, per il Granger, e li apresenlù la letera. Qual tela, per il Gran Canzelier li lo risposto ringniiaDdost h SigDona,  oflerendosi ete. Questa matina abooakora émilo  uno vien per k poste di Casti^ia maiMhl»^ Gran  contestabile con letere da Bur|goS| et par qoeUa co-  muniti scriva al Re si risolvi in ratifickar qoello i  promesso dillo Coulestabile, e li tanno dato lempo  zorni 18 tra andar e tornar, et quatro zomì a star  di qui per aver la risposta, aliter Burgos ritoracra-  no a la Santa liga, come era da prima. El iieiidiè  siano promesse molto prejudictal al Re, si lieo qucafi  manderà la ratification perché se la non Tien imni  si poi conzonzer con V Armiraute, qual è con k so*  zente a presso Medina de Riosecba El evi d cir*  dinal de Tortosa con dito Armirante, el te oer*  cito di la Santa Zonta é li propinquo, e eonveraai far  la zornala, e facendola dubitava di perder, percbè k  zente non ha danari et sono a la fin di h pag». El  dito Armirante h havia manda a dimandar danari a  esso Contestabile, qual, oltn U arzenti havia impe-  gnato, non si tro\'ava si non 400 ducali cb'en poÀis  et non era zonto U 50 milia ducati li dava il re di  Portogallo; ma ben zonta b rimessa, qual si ha a  pagar a la fiera di Medina, qual é per tutto il taait  presente: per il che é necessario Tlmperador si ri-  solvi, aliter quelle cosse'^ranno in più disturbi che  prima. Scrive, zercha li ^ milia ducati si prorcdi,  ut in litieris. Scrive, si provedi di mandar il sa»  successor, si la S^noria non voi li oratori ekdi faà  la legation a Venetia, rome ha visto di do è sii  et dice scrive questo ron gran passion. "
18,"['Marano', 'FrìuliX']",496,"Dil ditto, di Ì7, in*. Scrive, zercha li 30  ducati il Philinger solicita, et volendo aver te lelcn  dite, par Soa Maestà intrasse nel Gonsejo e  gna ron nuMisignor di Qiievers el Gran  e altri, e intrato chiamono dentro el conte Crìstolb-  ro Frangipani, qual stato un pocho ussi fuora iboIIo  aliegro, e persone si al^rava con lui et pncijfme )  li foraussiti. La causa fu perchè fu ekto j'^pitMi*! ji  Maran e Gradiscila. Per il die, oognosceodo il ani  animo dil ditto conte Cristoforo verso h Signoria  nostra, pariò al Gran canzelier, dioeudo questa ck-  tion é routraria al voler di la Cesarea Maestà, qoal  voi ben convicinar con la Signoria nustn, dicendo  le raxon non si dovea mandar dito Conte, perchè si-  ria incitamento di guerra, e la Signoria manderi  zenle in Frìul, e cussi si principierà gariiuio. Lri  Gran canzelier disse non é da pariar, perche era sii  deliberà nel Gonsejo, perdiè lui ha pratica in qvrih  lochi, poi é benemerito per esser stato presoo ìm  questa terra, poi il Re spende mandando costui du-  cati 5000 mancho di quello spendeva ; e V Oralor ii^fse h Ccsaren Maestà non doveva vardar a l\ì ngno in lanta cossa; con altre parole sapientissìdite per lui Oralor. Hor ozi, dito Canzellier li hadite per lui Oralor. Hor ozi, dito Canzellier li ha ilio aver parlato al Re di quello; ma non c'è rimedio* non lo voi revochar, ma ben li darà tal corois-dio* non lo voi revochar, ma ben li darà tal corois9on che '1 vicinerà ben con la Signoria nosira, e9on che '1 vicinerà ben con la Signoria nosira, e eoninboendo lo leverà et li torà quel governo. Scrile cso Oralor, si provedi in Friul etc. perchè con-le cso Oralor, si provedi in Friul etc. perchè condusive non é remedio non vegni, e cussi li hadusive non é remedio non vegni, e cussi li ha dillo moosigiior di Qàievers. Scrive, eri zonse uno capilaoo vien di Chastiglìa. Riporla come la comunità di Burgos aspeta la rìsolution di quella Maestà e il rilomo dil loro nontio mandoe di qui |)er averla, e eome lo exercilo di lo \rmirante avia preso uno caitdio diiamato Villa Graodo 7 mia lontan da Me-itdio diiamato Villa Graodo 7 mia lontan da Meiiot de Rio Secho, qual é dil Contesta bele, che ha-iiot de Rio Secho, qual é dil Contesta bele, che haTe» rdkdlato, et come il campo di la Santa Zonta,Te» rdkdlato, et come il campo di la Santa Zonta, over di quelli populi, era li propinquo per far la zorBib: per il che esso Contestal)ele in Burgos aviaBib: per il che esso Contestal)ele in Burgos avia ddibemto veder di aver la Torre di Silex dove è la Baioa, el voleva andar ivi col campo a expugnarla ; et che si scaramuzava con li cavalli lizieri, i quali mio sta iDiltmctali . . . Questi si dubitavano di tal nmtfi mt non voria fosse fata, et manderà la raololion. Scrive, ha auto le letere per i capitani di Ifann eie El parlando col Gran canzelier, li ha ditto il He e Raina di Portogallo voler dar ajuto a la Cenrca Maestà e aver facto la monstra di le so* zentenrca Maestà e aver facto la monstra di le so* zente «t nandirie a li confini, et etiam è sta scrito al re d*lagallen, come lui Orator ha inleso per bona via, ridMendo V impresti ducati 100 milia per questo no bisogno, perche di quelli 1* imprestò prima e di qaerti lo farà cauto, pregandolo esso Re mandi uno la Spagna a notificar a quelle comunità, eh' è per Viivrh Cesarea Maestà se non ritorneno a soa obedieolia etc Scrive, il reverendissimo cardinal Ma-dieolia etc Scrive, il reverendissimo cardinal Mapatino eleclor di Y Imperio zonse mo* terzo zoniopatino eleclor di Y Imperio zonse mo* terzo zonio M iri in Vonnantia. La esarca Maestà li andò conlra. EHam loozerà il Treverense e li altri eleclori, quali Tengono per far la dieta. Scrive, Torator di Anglia k spaia letere al suo Re, et è spesso con la Cesarei Maestà in consulto.rei Maestà in consulto."
19,"['Marano', 'FrìuliX']",546,"Se intese, in Colegio, per lelere dil cavalier di la  Volpe, date in Udene a di . . . scrite al suo canze-  lier, come il conte Cristoforo Frangipani era zonto  al governo di Maran. "
20,"['Marano', 'FrìuliX']",546,"Item fo scrito a sier Hironimo Soranzo podestà  di Anlivari, in risposta di soe di 10, de le parole li  ha dito Francesco Alalonich citadin de li contra de  lui Podestà e dil suo canzelier, e la pocha obedien-  tia ha di quelli subdili, el licci babbi uno contesta-  bele con 8 fanti et 12 cavalli di slratioli, tamen or-  denemo al Provedador di Tarmada vadi li eie. "
